Interaction ID,Customer ID,Channel,Happiness Score,Agent,Interaction_Count
INT320219,US00016684,Case,Happy,Ashley,3
INT320220,US00016684,IVR,Unhappy,,1
INT320221,US00016685,Phone,Neutral,Ashley,2
INT320222,US00016685,Phone,Neutral,Javier,2
INT320223,US00016685,Email,Neutral,Kate,1
INT320224,US00016685,SMS,Very Unhappy,,3
INT320225,US00016685,SMS,Very Unhappy,,3
INT320226,US00016685,SMS,Very Unhappy,,3
INT320227,US00016685,Self-Service,Unhappy,,2
INT320228,US00016685,Self-Service,Very Happy,,2
INT320229,US00016685,Case,Happy,Ashley,2
INT320230,US00016685,Case,Unhappy,Kate,2
INT320231,US00016685,IVR,Neutral,,3
INT320232,US00016685,IVR,Happy,,3
INT320233,US00016685,IVR,Neutral,,3
INT320234,US00016686,Phone,Happy,Kate,2
INT320235,US00016686,Phone,Happy,Javier,2
INT320236,US00016686,Email,Very Unhappy,Kate,2
INT320237,US00016686,Email,Neutral,Ashley,2
INT320238,US00016686,SMS,Very Happy,,3
INT320239,US00016686,SMS,Very Happy,,3
INT320240,US00016686,SMS,Very Happy,,3
INT320241,US00016686,Self-Service,Happy,,1
INT320242,US00016686,Case,Neutral,Kate,1
INT320243,US00016686,IVR,Very Unhappy,,1
INT320244,US00016687,Phone,Very Happy,Javier,1
INT320245,US00016687,Email,Unhappy,Ashley,1
INT320246,US00016687,SMS,Unhappy,,1
INT320247,US00016687,Self-Service,Very Unhappy,,1
INT320248,US00016687,Case,Neutral,Kate,2
INT320249,US00016687,Case,Neutral,Kate,2
INT320250,US00016687,IVR,Very Happy,,1
INT320251,US00016688,Phone,Unhappy,Ashley,2
INT320252,US00016688,Phone,Happy,Kate,2
INT320253,US00016688,Email,Happy,Javier,1
INT320254,US00016688,SMS,Very Happy,,1
INT320255,US00016688,Self-Service,Very Unhappy,,3
INT320256,US00016688,Self-Service,Happy,,3
INT320257,US00016688,Self-Service,Neutral,,3
INT320258,US00016688,Case,Neutral,Kate,1
INT320259,US00016688,IVR,Very Happy,,3
INT320260,US00016688,IVR,Very Happy,,3
INT320261,US00016688,IVR,Unhappy,,3
INT320262,US00016689,Phone,Happy,Kate,1
INT320263,US00016689,Email,Happy,Ashley,3
INT320264,US00016689,Email,Unhappy,Kate,3
INT320265,US00016689,Email,Happy,Javier,3
INT320266,US00016689,SMS,Very Happy,,2
INT320267,US00016689,SMS,Very Happy,,2
INT320268,US00016689,Self-Service,Very Unhappy,,3
INT320269,US00016689,Self-Service,Happy,,3
INT320270,US00016689,Self-Service,Happy,,3
INT320271,US00016689,Case,Neutral,Javier,1
INT320272,US00016689,IVR,Neutral,,1
INT320273,US00016690,Phone,Very Happy,Javier,1
INT320274,US00016690,Email,Happy,Ashley,1
INT320275,US00016690,SMS,Very Unhappy,,2
INT320276,US00016690,SMS,Happy,,2
INT320277,US00016690,Self-Service,Neutral,,2
INT320278,US00016690,Self-Service,Unhappy,,2
INT320279,US00016690,Case,Very Unhappy,Ashley,3
INT320280,US00016690,Case,Very Unhappy,Ashley,3
INT320281,US00016690,Case,Neutral,Kate,3
INT320282,US00016690,IVR,Happy,,3
INT320283,US00016690,IVR,Very Unhappy,,3
INT320284,US00016690,IVR,Neutral,,3
INT320285,US00016691,Phone,Very Unhappy,Javier,3
INT320286,US00016691,Phone,Very Happy,Kate,3
INT320287,US00016691,Phone,Very Happy,Kate,3
INT320288,US00016691,Email,Happy,Ashley,2
INT320289,US00016691,Email,Unhappy,Ashley,2
INT320290,US00016691,SMS,Very Unhappy,,2
INT320291,US00016691,SMS,Happy,,2
INT320292,US00016691,Self-Service,Happy,,2
INT320293,US00016691,Self-Service,Very Happy,,2
INT320294,US00016691,Case,Neutral,Javier,1
INT320295,US00016691,IVR,Unhappy,,1
INT320296,US00016692,Phone,Neutral,Kate,3
INT320297,US00016692,Phone,Very Unhappy,Ashley,3
INT320298,US00016692,Phone,Very Happy,Ashley,3
INT320299,US00016692,Email,Very Happy,Kate,3
INT320300,US00016692,Email,Neutral,Kate,3
INT320301,US00016692,Email,Unhappy,Javier,3
INT320302,US00016692,SMS,Happy,,3
INT320303,US00016692,SMS,Neutral,,3
INT320304,US00016692,SMS,Very Unhappy,,3
INT320305,US00016692,Self-Service,Unhappy,,3
INT320306,US00016692,Self-Service,Very Unhappy,,3
INT320307,US00016692,Self-Service,Happy,,3
INT320308,US00016692,Case,Unhappy,Kate,1
INT320309,US00016692,IVR,Unhappy,,1
INT320310,US00016693,Phone,Happy,Kate,3
INT320311,US00016693,Phone,Very Happy,Kate,3
INT320312,US00016693,Phone,Very Happy,Ashley,3
INT320313,US00016693,Email,Very Happy,Kate,3
INT320314,US00016693,Email,Happy,Ashley,3
INT320315,US00016693,Email,Very Unhappy,Kate,3
INT320316,US00016693,SMS,Very Happy,,2
INT320317,US00016693,SMS,Happy,,2
INT320318,US00016693,Self-Service,Happy,,3
INT320319,US00016693,Self-Service,Happy,,3
INT320320,US00016693,Self-Service,Very Happy,,3
INT320321,US00016693,Case,Very Happy,Javier,1
INT320322,US00016693,IVR,Very Happy,,1
INT320323,US00016694,Phone,Unhappy,Ashley,2
INT320324,US00016694,Phone,Very Unhappy,Kate,2
INT320325,US00016694,Email,Happy,Kate,3
INT320326,US00016694,Email,Happy,Ashley,3
INT320327,US00016694,Email,Happy,Kate,3
INT320328,US00016694,SMS,Unhappy,,3
INT320329,US00016694,SMS,Very Unhappy,,3
INT320330,US00016694,SMS,Unhappy,,3
INT320331,US00016694,Self-Service,Very Unhappy,,1
INT320332,US00016694,Case,Very Unhappy,Kate,1
INT320333,US00016694,IVR,Happy,,3
INT320334,US00016694,IVR,Happy,,3
INT320335,US00016694,IVR,Very Happy,,3
INT320336,US00016695,Phone,Very Happy,Javier,2
INT320337,US00016695,Phone,Very Happy,Ashley,2
INT320338,US00016695,Email,Unhappy,Javier,3
INT320339,US00016695,Email,Very Unhappy,Ashley,3
INT320340,US00016695,Email,Very Happy,Kate,3
INT320341,US00016695,SMS,Neutral,,1
INT320342,US00016695,Self-Service,Happy,,1
INT320343,US00016695,Case,Happy,Ashley,3
INT320344,US00016695,Case,Neutral,Ashley,3
INT320345,US00016695,Case,Very Unhappy,Javier,3
INT320346,US00016695,IVR,Unhappy,,2
INT320347,US00016695,IVR,Happy,,2
INT320348,US00016696,Phone,Unhappy,Javier,3
INT320349,US00016696,Phone,Unhappy,Ashley,3
INT320350,US00016696,Phone,Neutral,Ashley,3
INT320351,US00016696,Email,Unhappy,Javier,2
INT320352,US00016696,Email,Very Happy,Kate,2
INT320353,US00016696,SMS,Very Happy,,2
INT320354,US00016696,SMS,Happy,,2
INT320355,US00016696,Self-Service,Very Unhappy,,3
INT320356,US00016696,Self-Service,Unhappy,,3
INT320357,US00016696,Self-Service,Very Happy,,3
INT320358,US00016696,Case,Very Unhappy,Ashley,2
INT320359,US00016696,Case,Neutral,Javier,2
INT320360,US00016696,IVR,Neutral,,2
INT320361,US00016696,IVR,Very Happy,,2
INT320362,US00016697,Phone,Happy,Ashley,3
INT320363,US00016697,Phone,Unhappy,Javier,3
INT320364,US00016697,Phone,Happy,Kate,3
INT320365,US00016697,Email,Very Happy,Ashley,2
INT320366,US00016697,Email,Very Happy,Ashley,2
INT320367,US00016697,SMS,Very Unhappy,,2
INT320368,US00016697,SMS,Happy,,2
INT320369,US00016697,Self-Service,Very Happy,,2
INT320370,US00016697,Self-Service,Very Unhappy,,2
INT320371,US00016697,Case,Very Happy,Kate,1
INT320372,US00016697,IVR,Very Happy,,3
INT320373,US00016697,IVR,Very Happy,,3
INT320374,US00016697,IVR,Happy,,3
INT320375,US00016698,Phone,Neutral,Kate,1
INT320376,US00016698,Email,Very Happy,Ashley,2
INT320377,US00016698,Email,Very Happy,Javier,2
INT320378,US00016698,SMS,Very Unhappy,,1
INT320379,US00016698,Self-Service,Neutral,,3
INT320380,US00016698,Self-Service,Very Unhappy,,3
INT320381,US00016698,Self-Service,Happy,,3
INT320382,US00016698,Case,Happy,Javier,3
INT320383,US00016698,Case,Happy,Ashley,3
INT320384,US00016698,Case,Happy,Kate,3
INT320385,US00016698,IVR,Very Happy,,3
INT320386,US00016698,IVR,Very Happy,,3
INT320387,US00016698,IVR,Neutral,,3
INT320388,US00016699,Phone,Neutral,Kate,3
INT320389,US00016699,Phone,Unhappy,Javier,3
INT320390,US00016699,Phone,Happy,Javier,3
INT320391,US00016699,Email,Very Happy,Ashley,2
INT320392,US00016699,Email,Very Happy,Kate,2
INT320393,US00016699,SMS,Very Happy,,2
INT320394,US00016699,SMS,Neutral,,2
INT320395,US00016699,Self-Service,Unhappy,,3
INT320396,US00016699,Self-Service,Happy,,3
INT320397,US00016699,Self-Service,Happy,,3
INT320398,US00016699,Case,Unhappy,Kate,2
INT320399,US00016699,Case,Happy,Javier,2
INT320400,US00016699,IVR,Very Unhappy,,1
INT320401,US00016700,Phone,Very Unhappy,Kate,1
INT320402,US00016700,Email,Unhappy,Ashley,3
INT320403,US00016700,Email,Very Happy,Kate,3
INT320404,US00016700,Email,Neutral,Ashley,3
INT320405,US00016700,SMS,Neutral,,1
INT320406,US00016700,Self-Service,Happy,,2
INT320407,US00016700,Self-Service,Neutral,,2
INT320408,US00016700,Case,Happy,Javier,3
INT320409,US00016700,Case,Unhappy,Kate,3
INT320410,US00016700,Case,Happy,Javier,3
INT320411,US00016700,IVR,Unhappy,,3
INT320412,US00016700,IVR,Very Happy,,3
INT320413,US00016700,IVR,Happy,,3
INT320414,US00016701,Phone,Neutral,Ashley,2
INT320415,US00016701,Phone,Very Happy,Kate,2
INT320416,US00016701,Email,Happy,Kate,2
INT320417,US00016701,Email,Unhappy,Javier,2
INT320418,US00016701,SMS,Happy,,3
INT320419,US00016701,SMS,Very Unhappy,,3
INT320420,US00016701,SMS,Neutral,,3
INT320421,US00016701,Self-Service,Very Unhappy,,2
INT320422,US00016701,Self-Service,Happy,,2
INT320423,US00016701,Case,Happy,Ashley,2
INT320424,US00016701,Case,Unhappy,Javier,2
INT320425,US00016701,IVR,Very Happy,,2
INT320426,US00016701,IVR,Very Unhappy,,2
INT320427,US00016702,Phone,Happy,Kate,3
INT320428,US00016702,Phone,Very Happy,Kate,3
INT320429,US00016702,Phone,Very Happy,Kate,3
INT320430,US00016702,Email,Neutral,Kate,2
INT320431,US00016702,Email,Happy,Javier,2
INT320432,US00016702,SMS,Unhappy,,1
INT320433,US00016702,Self-Service,Very Unhappy,,3
INT320434,US00016702,Self-Service,Happy,,3
INT320435,US00016702,Self-Service,Neutral,,3
INT320436,US00016702,Case,Unhappy,Kate,1
INT320437,US00016702,IVR,Very Happy,,1
INT320438,US00016703,Phone,Very Happy,Javier,1
INT320439,US00016703,Email,Neutral,Ashley,3
INT320440,US00016703,Email,Neutral,Javier,3
INT320441,US00016703,Email,Happy,Kate,3
INT320442,US00016703,SMS,Neutral,,3
INT320443,US00016703,SMS,Very Happy,,3
INT320444,US00016703,SMS,Happy,,3
INT320445,US00016703,Self-Service,Unhappy,,3
INT320446,US00016703,Self-Service,Happy,,3
INT320447,US00016703,Self-Service,Happy,,3
INT320448,US00016703,Case,Happy,Ashley,2
INT320449,US00016703,Case,Neutral,Ashley,2
INT320450,US00016703,IVR,Very Happy,,1
INT320451,US00016704,Phone,Neutral,Javier,1
INT320452,US00016704,Email,Neutral,Javier,2
INT320453,US00016704,Email,Happy,Javier,2
INT320454,US00016704,SMS,Very Unhappy,,3
INT320455,US00016704,SMS,Very Unhappy,,3
INT320456,US00016704,SMS,Very Happy,,3
INT320457,US00016704,Self-Service,Neutral,,1
INT320458,US00016704,Case,Neutral,Kate,2
INT320459,US00016704,Case,Very Unhappy,Ashley,2
INT320460,US00016704,IVR,Very Unhappy,,2
INT320461,US00016704,IVR,Neutral,,2
INT320462,US00016705,Phone,Unhappy,Ashley,3
INT320463,US00016705,Phone,Neutral,Kate,3
INT320464,US00016705,Phone,Unhappy,Ashley,3
INT320465,US00016705,Email,Very Happy,Javier,3
INT320466,US00016705,Email,Neutral,Javier,3
INT320467,US00016705,Email,Very Happy,Kate,3
INT320468,US00016705,SMS,Neutral,,1
INT320469,US00016705,Self-Service,Happy,,1
INT320470,US00016705,Case,Happy,Ashley,1
INT320471,US00016705,IVR,Very Happy,,2
INT320472,US00016705,IVR,Unhappy,,2
INT320473,US00016706,Phone,Unhappy,Javier,1
INT320474,US00016706,Email,Unhappy,Ashley,3
INT320475,US00016706,Email,Very Unhappy,Kate,3
INT320476,US00016706,Email,Very Happy,Ashley,3
INT320477,US00016706,SMS,Neutral,,1
INT320478,US00016706,Self-Service,Unhappy,,3
INT320479,US00016706,Self-Service,Very Happy,,3
INT320480,US00016706,Self-Service,Neutral,,3
INT320481,US00016706,Case,Happy,Javier,3
INT320482,US00016706,Case,Unhappy,Ashley,3
INT320483,US00016706,Case,Very Happy,Ashley,3
INT320484,US00016706,IVR,Neutral,,2
INT320485,US00016706,IVR,Very Happy,,2
INT320486,US00016707,Phone,Neutral,Javier,2
INT320487,US00016707,Phone,Unhappy,Ashley,2
INT320488,US00016707,Email,Very Happy,Javier,3
INT320489,US00016707,Email,Neutral,Javier,3
INT320490,US00016707,Email,Happy,Ashley,3
INT320491,US00016707,SMS,Happy,,2
INT320492,US00016707,SMS,Neutral,,2
INT320493,US00016707,Self-Service,Happy,,3
INT320494,US00016707,Self-Service,Very Happy,,3
INT320495,US00016707,Self-Service,Neutral,,3
INT320496,US00016707,Case,Very Unhappy,Javier,3
INT320497,US00016707,Case,Unhappy,Ashley,3
INT320498,US00016707,Case,Unhappy,Javier,3
INT320499,US00016707,IVR,Neutral,,3
INT320500,US00016707,IVR,Happy,,3
INT320501,US00016707,IVR,Very Unhappy,,3
INT320502,US00016708,Phone,Very Happy,Kate,1
INT320503,US00016708,Email,Happy,Javier,1
INT320504,US00016708,SMS,Very Happy,,3
INT320505,US00016708,SMS,Happy,,3
INT320506,US00016708,SMS,Neutral,,3
INT320507,US00016708,Self-Service,Neutral,,2
INT320508,US00016708,Self-Service,Very Happy,,2
INT320509,US00016708,Case,Happy,Ashley,2
INT320510,US00016708,Case,Happy,Ashley,2
INT320511,US00016708,IVR,Neutral,,3
INT320512,US00016708,IVR,Unhappy,,3
INT320513,US00016708,IVR,Happy,,3
INT320514,US00016709,Phone,Very Happy,Kate,1
INT320515,US00016709,Email,Happy,Ashley,3
INT320516,US00016709,Email,Very Happy,Javier,3
INT320517,US00016709,Email,Neutral,Ashley,3
INT320518,US00016709,SMS,Very Happy,,2
INT320519,US00016709,SMS,Neutral,,2
INT320520,US00016709,Self-Service,Neutral,,2
INT320521,US00016709,Self-Service,Neutral,,2
INT320522,US00016709,Case,Very Happy,Javier,1
INT320523,US00016709,IVR,Unhappy,,1
INT320524,US00016710,Phone,Very Happy,Javier,2
INT320525,US00016710,Phone,Very Unhappy,Kate,2
INT320526,US00016710,Email,Happy,Ashley,2
INT320527,US00016710,Email,Very Happy,Ashley,2
INT320528,US00016710,SMS,Neutral,,2
INT320529,US00016710,SMS,Happy,,2
INT320530,US00016710,Self-Service,Very Happy,,1
INT320531,US00016710,Case,Happy,Ashley,1
INT320532,US00016710,IVR,Neutral,,3
INT320533,US00016710,IVR,Happy,,3
INT320534,US00016710,IVR,Unhappy,,3
INT320535,US00016711,Phone,Unhappy,Javier,2
INT320536,US00016711,Phone,Very Happy,Javier,2
INT320537,US00016711,Email,Happy,Ashley,2
INT320538,US00016711,Email,Happy,Ashley,2
INT320539,US00016711,SMS,Happy,,1
INT320540,US00016711,Self-Service,Very Happy,,1
INT320541,US00016711,Case,Happy,Javier,3
INT320542,US00016711,Case,Very Happy,Ashley,3
INT320543,US00016711,Case,Happy,Javier,3
INT320544,US00016711,IVR,Very Happy,,2
INT320545,US00016711,IVR,Unhappy,,2
INT320546,US00016712,Phone,Very Happy,Kate,2
INT320547,US00016712,Phone,Happy,Ashley,2
INT320548,US00016712,Email,Happy,Kate,1
INT320549,US00016712,SMS,Happy,,3
INT320550,US00016712,SMS,Very Unhappy,,3
INT320551,US00016712,SMS,Neutral,,3
INT320552,US00016712,Self-Service,Neutral,,1
INT320553,US00016712,Case,Very Happy,Javier,1
INT320554,US00016712,IVR,Unhappy,,2
INT320555,US00016712,IVR,Very Happy,,2
INT320556,US00016713,Phone,Very Happy,Javier,1
INT320557,US00016713,Email,Happy,Ashley,3
INT320558,US00016713,Email,Happy,Javier,3
INT320559,US00016713,Email,Unhappy,Javier,3
INT320560,US00016713,SMS,Happy,,1
INT320561,US00016713,Self-Service,Neutral,,2
INT320562,US00016713,Self-Service,Very Unhappy,,2
INT320563,US00016713,Case,Very Happy,Javier,1
INT320564,US00016713,IVR,Happy,,1
INT320565,US00016714,Phone,Very Happy,Ashley,1
INT320566,US00016714,Email,Happy,Ashley,3
INT320567,US00016714,Email,Very Unhappy,Ashley,3
INT320568,US00016714,Email,Happy,Ashley,3
INT320569,US00016714,SMS,Very Happy,,1
INT320570,US00016714,Self-Service,Very Unhappy,,1
INT320571,US00016714,Case,Very Happy,Kate,1
INT320572,US00016714,IVR,Happy,,2
INT320573,US00016714,IVR,Happy,,2
INT320574,US00016715,Phone,Unhappy,Ashley,1
INT320575,US00016715,Email,Neutral,Javier,1
INT320576,US00016715,SMS,Unhappy,,2
INT320577,US00016715,SMS,Very Happy,,2
INT320578,US00016715,Self-Service,Happy,,2
INT320579,US00016715,Self-Service,Very Happy,,2
INT320580,US00016715,Case,Happy,Javier,1
INT320581,US00016715,IVR,Happy,,3
INT320582,US00016715,IVR,Unhappy,,3
INT320583,US00016715,IVR,Happy,,3
INT320584,US00016716,Phone,Unhappy,Kate,1
INT320585,US00016716,Email,Very Unhappy,Ashley,2
INT320586,US00016716,Email,Happy,Kate,2
INT320587,US00016716,SMS,Happy,,3
INT320588,US00016716,SMS,Unhappy,,3
INT320589,US00016716,SMS,Happy,,3
INT320590,US00016716,Self-Service,Unhappy,,3
INT320591,US00016716,Self-Service,Very Happy,,3
INT320592,US00016716,Self-Service,Neutral,,3
INT320593,US00016716,Case,Neutral,Javier,2
INT320594,US00016716,Case,Happy,Ashley,2
INT320595,US00016716,IVR,Neutral,,2
INT320596,US00016716,IVR,Happy,,2
INT320597,US00016717,Phone,Unhappy,Kate,1
INT320598,US00016717,Email,Happy,Kate,1
INT320599,US00016717,SMS,Unhappy,,1
INT320600,US00016717,Self-Service,Neutral,,1
INT320601,US00016717,Case,Very Happy,Javier,3
INT320602,US00016717,Case,Happy,Javier,3
INT320603,US00016717,Case,Happy,Kate,3
INT320604,US00016717,IVR,Happy,,3
INT320605,US00016717,IVR,Unhappy,,3
INT320606,US00016717,IVR,Very Happy,,3
INT320607,US00016718,Phone,Very Happy,Javier,2
INT320608,US00016718,Phone,Neutral,Javier,2
INT320609,US00016718,Email,Very Happy,Kate,2
INT320610,US00016718,Email,Very Unhappy,Javier,2
INT320611,US00016718,SMS,Very Happy,,2
INT320612,US00016718,SMS,Unhappy,,2
INT320613,US00016718,Self-Service,Unhappy,,2
INT320614,US00016718,Self-Service,Happy,,2
INT320615,US00016718,Case,Unhappy,Ashley,2
INT320616,US00016718,Case,Happy,Javier,2
INT320617,US00016718,IVR,Neutral,,2
INT320618,US00016718,IVR,Neutral,,2
INT320619,US00016719,Phone,Neutral,Kate,3
INT320620,US00016719,Phone,Happy,Ashley,3
INT320621,US00016719,Phone,Neutral,Kate,3
INT320622,US00016719,Email,Neutral,Ashley,3
INT320623,US00016719,Email,Neutral,Ashley,3
INT320624,US00016719,Email,Very Happy,Ashley,3
INT320625,US00016719,SMS,Happy,,1
INT320626,US00016719,Self-Service,Neutral,,2
INT320627,US00016719,Self-Service,Neutral,,2
INT320628,US00016719,Case,Happy,Javier,2
INT320629,US00016719,Case,Unhappy,Kate,2
INT320630,US00016719,IVR,Very Happy,,1
INT320631,US00016720,Phone,Happy,Ashley,1
INT320632,US00016720,Email,Neutral,Kate,3
INT320633,US00016720,Email,Happy,Kate,3
INT320634,US00016720,Email,Neutral,Ashley,3
INT320635,US00016720,SMS,Happy,,2
INT320636,US00016720,SMS,Neutral,,2
INT320637,US00016720,Self-Service,Very Happy,,3
INT320638,US00016720,Self-Service,Very Happy,,3
INT320639,US00016720,Self-Service,Unhappy,,3
INT320640,US00016720,Case,Unhappy,Ashley,2
INT320641,US00016720,Case,Happy,Javier,2
INT320642,US00016720,IVR,Very Happy,,2
INT320643,US00016720,IVR,Happy,,2
INT320644,US00016721,Phone,Very Unhappy,Kate,3
INT320645,US00016721,Phone,Unhappy,Kate,3
INT320646,US00016721,Phone,Happy,Ashley,3
INT320647,US00016721,Email,Happy,Kate,2
INT320648,US00016721,Email,Unhappy,Ashley,2
INT320649,US00016721,SMS,Neutral,,3
INT320650,US00016721,SMS,Very Happy,,3
INT320651,US00016721,SMS,Very Happy,,3
INT320652,US00016721,Self-Service,Very Unhappy,,2
INT320653,US00016721,Self-Service,Very Happy,,2
INT320654,US00016721,Case,Happy,Ashley,1
INT320655,US00016721,IVR,Happy,,1
INT320656,US00016722,Phone,Very Happy,Kate,3
INT320657,US00016722,Phone,Very Happy,Ashley,3
INT320658,US00016722,Phone,Happy,Javier,3
INT320659,US00016722,Email,Neutral,Javier,1
INT320660,US00016722,SMS,Unhappy,,3
INT320661,US00016722,SMS,Happy,,3
INT320662,US00016722,SMS,Neutral,,3
INT320663,US00016722,Self-Service,Very Happy,,2
INT320664,US00016722,Self-Service,Very Happy,,2
INT320665,US00016722,Case,Happy,Kate,1
INT320666,US00016722,IVR,Neutral,,1
INT320667,US00016723,Phone,Very Unhappy,Kate,3
INT320668,US00016723,Phone,Happy,Javier,3
INT320669,US00016723,Phone,Very Happy,Javier,3
INT320670,US00016723,Email,Happy,Javier,2
INT320671,US00016723,Email,Happy,Javier,2
INT320672,US00016723,SMS,Very Happy,,1
INT320673,US00016723,Self-Service,Unhappy,,2
INT320674,US00016723,Self-Service,Very Happy,,2
INT320675,US00016723,Case,Happy,Kate,3
INT320676,US00016723,Case,Happy,Javier,3
INT320677,US00016723,Case,Happy,Kate,3
INT320678,US00016723,IVR,Neutral,,2
INT320679,US00016723,IVR,Happy,,2
INT320680,US00016724,Phone,Unhappy,Javier,1
INT320681,US00016724,Email,Very Happy,Javier,1
INT320682,US00016724,SMS,Very Unhappy,,2
INT320683,US00016724,SMS,Happy,,2
INT320684,US00016724,Self-Service,Happy,,1
INT320685,US00016724,Case,Happy,Kate,3
INT320686,US00016724,Case,Neutral,Kate,3
INT320687,US00016724,Case,Very Unhappy,Kate,3
INT320688,US00016724,IVR,Neutral,,2
INT320689,US00016724,IVR,Unhappy,,2
INT320690,US00016725,Phone,Neutral,Javier,1
INT320691,US00016725,Email,Very Unhappy,Javier,2
INT320692,US00016725,Email,Very Unhappy,Ashley,2
INT320693,US00016725,SMS,Very Happy,,3
INT320694,US00016725,SMS,Very Happy,,3
INT320695,US00016725,SMS,Unhappy,,3
INT320696,US00016725,Self-Service,Neutral,,1
INT320697,US00016725,Case,Very Unhappy,Ashley,2
INT320698,US00016725,Case,Unhappy,Javier,2
INT320699,US00016725,IVR,Happy,,2
INT320700,US00016725,IVR,Very Happy,,2
INT320701,US00016726,Phone,Neutral,Kate,1
INT320702,US00016726,Email,Neutral,Javier,2
INT320703,US00016726,Email,Neutral,Javier,2
INT320704,US00016726,SMS,Neutral,,1
INT320705,US00016726,Self-Service,Happy,,3
INT320706,US00016726,Self-Service,Happy,,3
INT320707,US00016726,Self-Service,Unhappy,,3
INT320708,US00016726,Case,Happy,Javier,1
INT320709,US00016726,IVR,Unhappy,,2
INT320710,US00016726,IVR,Unhappy,,2
INT320711,US00016727,Phone,Unhappy,Ashley,3
INT320712,US00016727,Phone,Neutral,Javier,3
INT320713,US00016727,Phone,Neutral,Javier,3
INT320714,US00016727,Email,Very Happy,Javier,2
INT320715,US00016727,Email,Neutral,Ashley,2
INT320716,US00016727,SMS,Unhappy,,1
INT320717,US00016727,Self-Service,Unhappy,,2
INT320718,US00016727,Self-Service,Unhappy,,2
INT320719,US00016727,Case,Happy,Ashley,2
INT320720,US00016727,Case,Unhappy,Javier,2
INT320721,US00016727,IVR,Neutral,,3
INT320722,US00016727,IVR,Very Happy,,3
INT320723,US00016727,IVR,Very Happy,,3
INT320724,US00016728,Phone,Very Happy,Javier,1
INT320725,US00016728,Email,Unhappy,Ashley,2
INT320726,US00016728,Email,Neutral,Kate,2
INT320727,US00016728,SMS,Neutral,,3
INT320728,US00016728,SMS,Very Happy,,3
INT320729,US00016728,SMS,Neutral,,3
INT320730,US00016728,Self-Service,Unhappy,,2
INT320731,US00016728,Self-Service,Neutral,,2
INT320732,US00016728,Case,Unhappy,Kate,3
INT320733,US00016728,Case,Unhappy,Ashley,3
INT320734,US00016728,Case,Very Unhappy,Kate,3
INT320735,US00016728,IVR,Neutral,,3
INT320736,US00016728,IVR,Very Happy,,3
INT320737,US00016728,IVR,Neutral,,3
INT320738,US00016729,Phone,Happy,Ashley,3
INT320739,US00016729,Phone,Happy,Kate,3
INT320740,US00016729,Phone,Very Happy,Javier,3
INT320741,US00016729,Email,Happy,Kate,2
INT320742,US00016729,Email,Happy,Kate,2
INT320743,US00016729,SMS,Unhappy,,2
INT320744,US00016729,SMS,Neutral,,2
INT320745,US00016729,Self-Service,Very Happy,,3
INT320746,US00016729,Self-Service,Very Unhappy,,3
INT320747,US00016729,Self-Service,Very Happy,,3
INT320748,US00016729,Case,Very Happy,Ashley,3
INT320749,US00016729,Case,Unhappy,Javier,3
INT320750,US00016729,Case,Unhappy,Kate,3
INT320751,US00016729,IVR,Unhappy,,3
INT320752,US00016729,IVR,Very Unhappy,,3
INT320753,US00016729,IVR,Happy,,3
INT320754,US00016730,Phone,Happy,Kate,2
INT320755,US00016730,Phone,Very Happy,Kate,2
INT320756,US00016730,Email,Neutral,Ashley,1
INT320757,US00016730,SMS,Neutral,,3
INT320758,US00016730,SMS,Happy,,3
INT320759,US00016730,SMS,Neutral,,3
INT320760,US00016730,Self-Service,Very Happy,,3
INT320761,US00016730,Self-Service,Happy,,3
INT320762,US00016730,Self-Service,Very Unhappy,,3
INT320763,US00016730,Case,Very Happy,Javier,3
INT320764,US00016730,Case,Neutral,Javier,3
INT320765,US00016730,Case,Very Unhappy,Kate,3
INT320766,US00016730,IVR,Happy,,1
INT320767,US00016731,Phone,Happy,Javier,3
INT320768,US00016731,Phone,Neutral,Ashley,3
INT320769,US00016731,Phone,Neutral,Kate,3
INT320770,US00016731,Email,Happy,Kate,3
INT320771,US00016731,Email,Unhappy,Javier,3
INT320772,US00016731,Email,Very Happy,Javier,3
INT320773,US00016731,SMS,Happy,,3
INT320774,US00016731,SMS,Happy,,3
INT320775,US00016731,SMS,Neutral,,3
INT320776,US00016731,Self-Service,Very Unhappy,,3
INT320777,US00016731,Self-Service,Very Happy,,3
INT320778,US00016731,Self-Service,Neutral,,3
INT320779,US00016731,Case,Happy,Kate,3
INT320780,US00016731,Case,Happy,Kate,3
INT320781,US00016731,Case,Very Unhappy,Kate,3
INT320782,US00016731,IVR,Very Happy,,2
INT320783,US00016731,IVR,Unhappy,,2
INT320784,US00016732,Phone,Unhappy,Javier,1
INT320785,US00016732,Email,Happy,Ashley,3
INT320786,US00016732,Email,Very Unhappy,Javier,3
INT320787,US00016732,Email,Very Happy,Ashley,3
INT320788,US00016732,SMS,Neutral,,3
INT320789,US00016732,SMS,Happy,,3
INT320790,US00016732,SMS,Unhappy,,3
INT320791,US00016732,Self-Service,Unhappy,,1
INT320792,US00016732,Case,Unhappy,Kate,1
INT320793,US00016732,IVR,Unhappy,,3
INT320794,US00016732,IVR,Neutral,,3
INT320795,US00016732,IVR,Unhappy,,3
INT320796,US00016733,Phone,Very Happy,Kate,2
INT320797,US00016733,Phone,Very Unhappy,Javier,2
